0  1  
1  2.71828  
2  7.38906  
3  20.0855  
4  54.5981  
5  148.413  
6  403.429  
7  1096.63  
8  2980.96  
9  8103.08  
10  22026.5  
11  59874.1  
12  162755  
13  442413  
14  1.2026e+06  
15  3.26902e+06  
16  8.88611e+06  
17  2.4155e+07  
18  6.566e+07  
19  1.78482e+08  
20  4.85165e+08  
21  1.31882e+09  
22  3.58491e+09  
23  9.7448e+09  
24  2.64891e+10  
25  7.20049e+10  
26  1.9573e+11  
27  5.32048e+11  
28  1.44626e+12  
29  3.93133e+12  
30  1.06865e+13  
31  2.90488e+13  
32  7.8963e+13  
33  2.14644e+14  
34  5.83462e+14  
35  1.58601e+15  
36  4.31123e+15  
37  1.17191e+16  
38  3.18559e+16  
39  8.65934e+16  
40  2.35385e+17  
41  6.39843e+17  
42  1.73927e+18  
43  4.72784e+18  
44  1.28516e+19  
45  3.49343e+19  
46  9.49612e+19  
47  2.58131e+20  
48  7.01674e+20  
49  1.90735e+21  
50  5.18471e+21  
51  1.40935e+22  
52  3.83101e+22  
53  1.04138e+23  
54  2.83075e+23  
55  7.69479e+23  
56  2.09166e+24  
57  5.68572e+24  
58  1.54554e+25  
59  4.20121e+25  
60  1.14201e+26  
61  3.1043e+26  
62  8.43836e+26  
63  2.29378e+27  
64  6.23515e+27  
65  1.69489e+28  
66  4.60719e+28  
67  1.25236e+29  
68  3.40428e+29  
69  9.25378e+29  
70  2.51544e+30  
71  6.83767e+30  
72  1.85867e+31  
73  5.05239e+31  
74  1.37338e+32  
75  3.73324e+32  
76  1.0148e+33  
77  2.75851e+33  
78  7.49842e+33  
79  2.03828e+34  
80  5.54062e+34  
81  1.5061e+35  
82  4.094e+35  
83  1.11286e+36  
84  3.02508e+36  
85  8.22301e+36  
86  2.23525e+37  
87  6.07603e+37  
88  1.65164e+38  
89  inf  
90  inf  
91  inf  
92  inf  
93  inf  
94  inf  
95  inf  
96  inf  
97  inf  
98  inf  
99  inf  
